77426,102438,5148
88719,101767,4929
88401,101287,4929
88609,101813,4982
88597,101822,5072
88766,102256,5163
88902,102484,5185
88358,101196,4938
88574,101786,4971
88610,101855,4963
88785,102355,5072
88954,102881,5197
88546,101684,4941
88557,101878,4944
88654,101921,4954
88716,102241,5019
88867,102616,5178
88526,101738,4904
88430,101617,4913
88545,101752,4955
88618,101963,5014
88784,102359,5071
88392,101043,4878
88306,101240,4933
88473,101403,4982
88508,101595,4984
88670,101987,5031
88511,101193,4870
88174,100622,4780
88373,101127,4867
88389,101089,4939
88591,101615,5003
88731,102018,5097
88118,100499,4863
88342,101310,4879
88353,101092,4919
88505,101527,4987
88678,102078,5061
88700,101890,5049
88233,100948,4838
88564,101488,4942
88495,101454,4887
88668,102009,4977
88785,102224,5072
88320,100963,4845
88466,101489,4944
88483,101467,4920
88602,101828,4993
88772,102134,5135
88527,101186,4922
88268,100863,4851
88493,101266,4949
88479,101374,4909
88640,101770,5055
88652,101535,4931
88094,100367,4786
88344,101061,4899
88333,101126,4898
88517,101706,5012
88656,101783,5082
88136,100380,4753
88195,100811,4930
88286,100846,4889
88385,101342,4925
88559,101731,4998
88628,101731,5027
88053,100522,4816
88397,101037,4987
88314,101028,4942
88507,101448,5030
88683,101787,5041
88138,100304,4780
88306,100954,4971
88350,101006,4934
88477,101331,5004
88665,101773,5113
88344,100573,4890
88180,100511,4847
88394,100861,4938
88379,101067,5009
88560,101576,5048
88647,101485,4987
88024,100182,4836
88272,100953,4906
88243,100971,4897
88430,101301,5001
88591,101715,5083
88117,100323,4776
88121,100580,4864
88249,100953,4878
88348,101194,4961
88554,101561,5070
88699,101973,5106
88118,100549,4849
88396,101477,4987
88381,101076,4922
88600,101521,5026
88699,101933,5087
88403,100899,4816
88407,101332,4904
88571,101430,4938
88589,101714,4971
88792,102143,5068
88677,101642,4953
88351,101100,4844
88545,101525,4947
88541,101495,4931
88706,101957,5038
88830,102168,5135
88247,100710,4813
88434,101167,4942
88428,101130,4912
88537,101536,4997
88678,101870,5072
88363,100844,4822
88238,100853,4867
88371,100996,4904
88400,101186,4963
88569,101705,5032
88561,101448,4943
88076,100593,4809
88319,100997,4909
88276,100938,5002
88449,101370,5045
88570,101495,5002
87968,99996,4726
88207,100651,4866
88208,100607,4896
88388,101097,4948
88547,101474,5027
88147,100193,4788
88155,100545,4856
88264,100795,4853
88390,101148,4898
88630,101679,5008
88600,101538,4885
88224,100860,4788
88423,101236,4882
88454,101357,4823
88615,101829,5013
88730,102212,5021
88570,101554,4867
88420,101374,4883
88551,101646,4848
88608,101827,4911
88711,102206,5041
88791,102393,5065
88518,101662,4803
88510,101844,4862
88585,101955,4872
88624,102190,4946
88754,102518,5030
88860,102640,5039
88425,101734,4799
88585,102114,4923
88578,102039,4938
88688,102354,4944
88815,102733,5105
88625,102046,4841
88425,101736,4881
88539,101902,4889
88552,101930,4963
88683,102249,5031
88829,102451,5069
88290,101186,4766
88478,101641,4858
88473,101608,4858
88583,101895,5005
88757,102277,5082
88422,101298,4769
88394,101450,4816
88470,101588,4838
88544,101763,4892
88707,102105,4999
88610,101500,4783
88344,101194,4742
88518,101529,4791
88533,101533,4902
88723,101935,5001
88817,101983,4925
88311,100993,4716
88560,101567,4842
