9644.128091625,95959,115910,8507
9644.194758309,95975,115924,8494
9644.261424994,95996,116128,8493
9644.328091678,96021,116335,8516
9644.394758363,96079,116243,8495
9644.461425103,96000,116130,8479
9644.528091824,95982,116294,8535
9644.594758602,96101,116416,8500
9644.661425416,96018,116532,8497
9644.728092248,96069,116681,8596
9644.794758951,96152,116617,8516
9644.861425673,96033,116685,8507
9644.92809245,96030,116290,8570
9644.994759153,95942,115828,8480
9645.061425912,95777,115863,8463
9645.128092708,95865,116032,8526
9645.194759522,95984,116024,8479
9645.261426262,95826,115923,8478
9645.328093021,95857,115919,8522
9645.394759761,95952,115926,8479
9645.461426446,95835,116090,8470
9645.528093261,95929,116203,8522
9645.594760056,96012,116165,8503
9645.661426741,95906,116247,8488
9645.728093555,95937,116305,8521
9645.794760296,96040,116386,8501
9645.861427073,95815,115912,8466
9645.92809385,95699,115662,8456
9645.994760535,95753,115796,8437
9646.061427257,95720,115893,8416
9646.128094072,95789,115882,8454
9646.194760812,95795,115779,8441
9646.26142759,95690,115830,8427
9646.328094405,95778,115950,8448
9646.394761182,95857,116000,8467
9646.461427997,95780,116013,8430
9646.528094774,95833,116011,8434
9646.594761496,95859,116029,8465
9646.661428181,95797,116077,8465
9646.728094941,95859,116178,8484
9646.794761644,95870,116099,8508
9646.86142844,95679,115552,8415
9646.928095199,95585,115443,8403
9646.99476194,95660,115613,8410
9647.061428755,95635,115798,8430
9647.128095533,95667,115677,8398
9647.194762292,95650,115676,8423
9647.261428996,95604,115716,8420
9647.328095829,95695,115781,8407
9647.394762607,95725,115888,8440
9647.461429292,95666,115933,8457
9647.528095959,95725,115914,8428
9647.5947627,95732,115957,8437
9647.661429367,95701,115995,8479
9647.728096107,95767,115838,8451
9647.794762848,95571,115346,8388
9647.861429515,95496,115320,8408
9647.928096182,95603,115548,8388
9647.994762904,95641,115798,8392
9648.061429664,95680,115755,8425
9648.128096405,95673,115752,8389
9648.19476309,95625,115892,8395
9648.261429831,95637,115990,8447
9648.328096535,95718,116112,8418
9648.394763313,95660,116295,8417
9648.461429999,95651,116167,8452
9648.528096758,95731,116060,8439
9648.594763499,95700,116113,8435
9648.661430296,95700,116093,8481
9648.728096963,95526,115267,8367
9648.79476363,95455,115207,8341
9648.861430408,95446,115298,8380
9648.928097186,95576,115457,8355
9648.994763853,95535,115482,8361
9649.061430632,95509,115451,8409
9649.128097429,95601,115565,8365
9649.19476417,95569,115740,8334
9649.261430856,95599,115806,8463
9649.328097671,95674,115946,8400
9649.394764486,95596,115962,8384
9649.461431283,95620,116068,8467
9649.528097951,95684,116142,8417
9649.59476471,95670,116212,8407
9649.661431489,95608,115722,8461
9649.728098156,95411,115195,8364
9649.794764823,95395,115342,8343
9649.861431546,95494,115483,8432
9649.928098213,95558,115573,8383
9649.994764881,95497,115507,8328
9650.061431659,95553,115492,8425
9650.128098345,95595,115674,8400
9650.194765105,95582,115820,8360
9650.261431828,95653,115898,8439
9650.328098607,95706,116061,8435
9650.394765367,95657,116101,8395
9650.461432109,95688,116170,8462
9650.528098776,95721,116379,8474
9650.594765481,95678,116252,8404
9650.661432148,95512,115616,8426
9650.728098834,95435,115535,8422
9650.794765594,95453,115644,8361
9650.861432336,95560,115787,8441
9650.928099114,95567,115805,8445
9650.994765893,95511,115737,8398
9651.061432617,95563,115691,8454
9651.128099321,95630,116072,8506
9651.194766137,95623,116127,8415
9651.261432953,95752,116202,8475
9651.328099621,95730,116232,8506
9651.394766289,95716,116300,8447
9651.461433086,95754,116291,8492
9651.528099865,95596,115680,8476
9651.59476657,95445,115657,8391
9651.661433311,95512,115814,8455
9651.728100109,95596,116193,8481
9651.794766906,95582,116175,8412
9651.861433574,95579,115973,8456
9651.92810026,95579,115928,8496
9651.994766984,95531,116061,8445
9652.061433726,95642,116195,8491
9652.128100431,95708,116297,8521
9652.194767228,95682,116384,8467
9652.261434008,95762,116321,8535
9652.328100731,95785,116142,8522
9652.39476751,95507,115620,8425
9652.461434271,95499,115560,8478
9652.528100994,95566,115872,8491
9652.594767718,95588,116058,8452
9652.661434534,95631,115957,8486
9652.72810135,95572,115977,8475
9652.794768111,95507,116145,8463
9652.861434834,95603,116210,8496
9652.928101521,95642,116354,8492
9652.994768245,95644,116446,8485
9653.061435061,95691,116368,8526
9653.128101859,95714,116490,8517
9653.194768546,95620,116016,8468
9653.261435214,95484,115471,8490
9653.32810203,95461,115515,8465
9653.394768828,95486,115695,8449
9653.461435626,95569,115814,8502
9653.528102405,95566,115809,8483
9653.594769222,95500,115817,8460
9653.66143602,95582,115882,8503
9653.728102706,95652,116068,8496
9653.79476943,95603,116304,8476
9653.861436136,95668,116349,8517
9653.928102915,95676,116408,8512
9653.994769639,95645,116512,8496
9654.0614364,95647,115993,8506
9654.128103217,95406,115437,8459
9654.194769978,95330,115554,8445
9654.261436776,95453,115597,8473
9654.328103481,95520,115764,8476
9654.394770261,95436,115674,8459
9654.461437059,95497,115535,8478
9654.528103802,95535,115739,8492
9654.5947706,95548,115961,8495
9654.66143738,95636,116040,8493
9654.728104159,95666,116121,8503
9654.794770883,95601,116300,8512
9654.861437663,95649,116283,8517
9654.928104368,95634,116137,8531
9654.994771056,95350,115686,8485
9655.061437835,95342,115494,8456
9655.128104504,95410,115607,8453
9655.194771321,95412,115874,8495
9655.261438027,95462,115623,8489
9655.328104696,95426,115567,8465
9655.394771457,95404,115742,8484
9655.461438163,95507,115696,8491
9655.528104943,95574,115858,8486
9655.594771704,95599,115995,8536
9655.661438428,95587,115929,8509
9655.728105171,95616,116013,8473
9655.794771914,95649,116209,8549
9655.861438675,95529,115559,8486
9655.928105455,95336,115320,8426
9655.994772235,95350,115653,8494
9656.06143896,95404,115728,8477
9656.128105629,95436,115756,8449
9656.194772316,95386,115603,8500
9656.261439096,95375,115610,8483
9656.328105895,95420,115660,8448
9656.394772675,95457,115850,8541
9656.461439344,95530,115876,8509
9656.528106087,95526,115849,8479
9656.594772775,95551,115955,8539
9656.661439444,95571,115988,8510
9656.728106131,95479,115448,8441
9656.794772911,95309,115219,8492
9656.86143958,95319,115257,8455
9656.928106268,95384,115556,8428
9656.994773067,95412,115735,8511
9657.061439829,95355,115616,8480
9657.128106516,95347,115594,8439
9657.194773315,95389,115710,8518
9657.261440114,95428,115734,8493
9657.328106876,95457,115845,8477
9657.394773564,95482,115928,8528
9657.461440344,95506,115873,8512
9657.528107013,95542,115762,8458
9657.59477372,95385,115219,8510
9657.661440389,95259,114959,8454
9657.728107188,95299,115235,8424
9657.794773931,95365,115502,8500
9657.861440656,95414,115458,8475
9657.928107455,95356,115375,8441
9657.994774235,95367,115541,8517
9658.061441053,95360,115694,8485
9658.12810776,95409,115805,8452
9658.194774577,95447,115915,8543
9658.261441377,95451,115829,8504
9658.328108157,95453,115897,8481
9658.394774975,95434,115657,8534
9658.461441644,95233,114977,8466
9658.528108351,95221,114934,8406
9658.59477515,95283,115147,8478
9658.661441894,95313,115284,8454
9658.728108656,95329,115222,8435
9658.794775381,95321,115278,8499
9658.861442198,95336,115303,8455
9658.928108868,95403,115520,8444
9658.994775667,95400,115674,8515
9659.061442355,95427,115719,8500
9659.128109155,95396,115753,8469
9659.194775917,95393,115887,8526
9659.261442605,95419,115699,8516
9659.328109275,95198,114861,8400
9659.394775945,95116,114963,8446
9659.461442744,95166,115029,8442
9659.528109414,95251,115153,8402
9659.594776139,95258,115143,8469
9659.661442828,95233,114963,8439
9659.728109553,95291,115133,8419
9659.794776315,95322,115371,8480
9659.861443115,95346,115417,8459
9659.928109877,95372,115490,8443
9659.994776547,95360,115593,8494
9660.061443254,95371,115666,8476
9660.128109924,95378,115806,8462
9660.194776613,95348,115576,8477
9660.261443412,95140,114898,8425
9660.328110082,95094,114874,8365
9660.394776789,95167,115048,8434
9660.461443478,95192,115220,8430
9660.528110166,95187,115043,8389
9660.594776892,95198,115047,8439
9660.661443673,95218,115091,8408
9660.728110343,95274,115279,8384
9660.794777013,95318,115419,8473
9660.861443702,95335,115433,8451
9660.92811052,95340,115384,8434
9660.994777283,95344,115611,8470
9661.061443971,95348,115480,8471
9661.128110697,95101,114822,8363
9661.194777423,95037,114918,8383
9661.26144413,95101,115101,8407
9661.328110838,95170,115259,8383
9661.394777508,95156,115116,8426
9661.461444252,95130,115117,8420
9661.528110922,95163,115132,8378
9661.594777685,95205,115288,8444
9661.661444485,95261,115285,8442
9661.728111267,95298,115361,8402
9661.794777992,95311,115416,8466
9661.861444792,95321,115485,8454
9661.928111592,95278,115181,8402
9661.9947783,95111,114691,8373
9662.061445118,95044,114702,8380
9662.1281119,95114,115265,8337
9662.194778589,95120,115308,8395
9662.261445315,95117,115093,8391
9662.328112022,95063,115041,8340
9662.394778786,95087,115150,8407
9662.461445604,95128,115153,8421
9662.528112275,95166,115328,8372
9662.594779075,95197,115337,8423
9662.661445782,95216,115304,8434
9662.728112453,95241,115395,8389
9662.794779142,95228,115138,8439
9662.861445924,95050,114597,8364
9662.928112594,94972,114580,8313
9662.994779302,95013,114726,8364
9663.061445973,95080,114915,8359
9663.128112699,95070,114975,8318
9663.194779462,95011,114978,8367
9663.261446133,95031,115088,8343
9663.328112841,95067,115142,8338
9663.394779641,95098,115245,8414
9663.461446404,95107,115171,8424
9663.528113112,95102,115176,8376
9663.594779913,95138,115331,8445
9663.661446713,95171,115268,8428
9663.728113495,95000,114450,8330
9663.794780203,94881,114404,8354
9663.861446911,94927,114540,8334
9663.928113674,95007,114749,8314
9663.994780345,95047,114855,8377
9664.061447053,94990,114697,8349
9664.128113761,95019,114841,8328
9664.194780543,95016,115016,8377
9664.261447214,95030,115138,8394
9664.328113922,95114,115529,8363
9664.394780612,95100,115383,8420
9664.461447357,95082,115366,8410
9664.528114102,95111,115290,8398
9664.594780791,95054,114921,8414
9664.661447573,94889,114312,8348
9664.728114244,94879,114381,8310
9664.794780915,94952,114620,8372
9664.861447586,94998,114786,8350
9664.92811435,94967,114637,8317
9664.994781095,94972,114757,8381
9665.061447766,95007,114808,8379
9665.128114493,95057,114969,8358
9665.194781164,95052,115213,8422
9665.261447947,95051,115238,8399
9665.328114674,95057,115236,8378
9665.394781419,95063,115278,8430
9665.461448109,94951,114645,8376
9665.52811491,94777,114285,8276
9665.59478171,94833,114530,8361
9665.661448419,94924,114695,8337
9665.72811509,94944,114587,8320
9665.794781835,94924,114573,8376
9665.861448525,94965,114624,8348
9665.928115289,95010,114825,8332
9665.994782108,95056,115065,8414
9666.061448854,95092,115079,8385
9666.128115563,95081,115118,8362
9666.194782327,95084,115253,8432
9666.261449054,95054,115054,8376
9666.328115744,94787,114336,8294
9666.394782489,94776,114508,8335
9666.461449272,94830,114549,8308
9666.528116055,94886,114685,8274
9666.5947828,94867,114603,8352
9666.661449546,94853,114570,8311
9666.728116273,94923,114589,8306
9666.794783074,94960,114783,8379
9666.861449764,94987,114784,8351
9666.928116472,95030,114932,8339
9666.9947832,95024,115045,8400
9667.061449982,95053,115049,8378
9667.128116691,94975,114461,8289
9667.194783419,94751,114164,8308
9667.261450127,94712,114289,8253
9667.328116929,94777,114607,8243
9667.394783693,94806,114667,8311
9667.46145042,94811,114495,8281
9667.528117092,94781,114480,8244
9667.594783819,94819,114640,8321
9667.661450639,94867,114677,8308
9667.728117422,94919,114769,8303
9667.794784131,94946,114805,8374
9667.861450932,94956,114713,8344
9667.92811766,94977,114827,8308
9667.994784368,94914,114503,8347
9668.06145117,94729,113989,8251
9668.128117842,94725,114148,8201
9668.194784607,94790,114444,8276
9668.261451371,94816,114549,8258
9668.328118062,94769,114512,8225
9668.394784752,94748,114556,8305
9668.461451572,94790,114650,8304
9668.528118244,94813,114674,8249
9668.594785027,94844,114842,8337
9668.661451792,94839,114725,8308
9668.728118464,94871,114681,8276
9668.794785192,94913,114771,8359
9668.861451919,94805,114144,8274
9668.92811861,94642,113940,8198
9668.994785319,94694,114167,8258
9669.061452102,94790,114360,8256
9669.128118774,94800,114375,8207
9669.194785502,94753,114337,8288
9669.26145223,94758,114364,8254
9669.328118995,94787,114655,8240
9669.394785704,94808,114882,8327
9669.461452506,94797,114793,8294
9669.528119178,94822,114776,8270
9669.594785999,94821,114725,8338
9669.661452782,94667,114032,8248
9669.728119528,94553,113890,8162
9669.7947862,94627,114132,8253
9669.861453021,94708,114207,8235
9669.928119712,94740,114134,8197
9669.994786495,94694,114213,8269
9670.061453168,94729,114229,8254
9670.128119951,94805,114475,8232
9670.194786642,94842,114612,8301
9670.261453389,94849,114639,8289
9670.32812008,94871,114786,8257
9670.394786882,94819,114962,8353
9670.461453702,94665,114192,8233
9670.52812043,94521,113969,8146
9670.594787214,94570,114091,8228
9670.661453961,94630,114157,8218
9670.728120726,94642,114160,8179
9670.794787398,94625,114095,8250
9670.861454126,94672,114165,8232
9670.928120817,94720,114248,8233
9670.994787564,94774,114403,8302
9671.061454274,94805,114481,8276
9671.128121039,94816,114548,8253
9671.194787823,94826,114666,8320
9671.26145457,94827,114364,8282
9671.328121372,94543,113645,8176
9671.394788063,94441,113912,8178
9671.461454865,94536,114065,8176
9671.528121649,94603,114162,8185
9671.594788396,94540,114135,8199
9671.661455069,94569,113956,8194
9671.72812176,94616,114114,8187
9671.794788433,94596,114322,8223
9671.861455143,94685,114262,8233
9671.928121945,94734,114311,8227
9671.994788618,94680,114381,8258
9672.061455328,94775,114385,8265
9672.128122093,94731,113960,8228
9672.194788785,94469,113709,8146
9672.261455476,94511,113626,8141
9672.328122223,94575,113934,8153
9672.394788989,94570,114062,8166
9672.461455717,94596,114010,8152
9672.528122501,94561,114088,8172
9672.594789267,94522,114272,8169
9672.661456051,94636,114254,8185
9672.728122854,94671,114275,8198
9672.794789638,94617,114427,8203
9672.861456422,94684,114384,8236
9672.92812315,94734,114405,8250
9672.994789953,94617,113984,8193
9673.061456663,94496,113492,8137
9673.128123429,94530,113766,8123
9673.194790213,94549,114072,8116
9673.261456961,94631,113962,8154
9673.328123671,94603,114014,8158
9673.394790363,94568,114106,8135
9673.461457054,94635,114133,8173
9673.528123765,94666,114473,8191
9673.594790493,94626,114600,8186
9673.661457278,94686,114579,8224
9673.728123988,94723,114540,8239
9673.794790717,94657,114321,8206
9673.861457538,94479,113697,8152
9673.928124267,94471,113841,8136
9673.994791033,94481,114022,8121
9674.061457762,94619,114026,8172
9674.128124435,94619,113965,8166
9674.194791183,94568,114079,8137
9674.261457912,94653,114191,8185
9674.328124604,94715,114439,8208
9674.394791407,94728,114567,8189
9674.461458173,94775,114504,8235
9674.528124883,94784,114655,8250
9674.594791594,94696,114806,8231
9674.661458286,94639,114194,8222
9674.728125015,94501,113980,8155
9674.794791725,94495,114111,8126
9674.861458528,94606,114166,8185
9674.92812522,94620,114200,8180
9674.994791913,94570,114247,8165
9675.061458623,94657,114260,8203
9675.128125408,94730,114384,8218
9675.194792156,94710,114540,8204
9675.261458959,94801,114568,8273
9675.328125781,94827,114694,8258
9675.394792547,94778,114842,8263
9675.461459295,94888,114690,8275
9675.528125969,94689,114055,8188
9675.594792754,94577,114261,8156
9675.66145952,94663,114547,8212
9675.728126231,94730,114779,8224
9675.794792997,94650,114667,8200
9675.861459819,94712,114569,8232
9675.928126585,94766,114705,8245
9675.994793388,94737,114897,8244
9676.061460099,94853,114940,8279
9676.128126847,94876,114999,8288
9676.194793632,94862,115062,8273
9676.261460325,94951,115014,8311
9676.328127036,94877,114664,8300
9676.394793802,94732,114478,8189
9676.46146055,94772,114596,8255
9676.528127298,94872,114914,8291
9676.594794009,94854,115044,8235
9676.661460757,94879,114917,8288
9676.728127542,94881,115027,8302
9676.794794253,94833,115265,8247
9676.861460927,94932,115389,8315
9676.928127638,94955,115345,8361
9676.994794312,94931,115371,8306
9677.061461005,94978,115412,8358
9677.128127716,94889,114964,8340
9677.194794539,94734,114707,8239
9677.261461231,94842,114852,8298
9677.328128035,94918,115111,8305
9677.394794746,94919,115153,8258
9677.461461532,94949,115012,8334
9677.528128317,94938,115215,8331
9677.594795102,94937,115304,8281
9677.661461851,95024,115296,8348
9677.728128654,95048,115504,8368
9677.794795421,94987,115640,8314
9677.861462206,95017,115598,8381
9677.928128992,94839,114958,8316
9677.994795777,94754,115119,8244
9678.061462507,94835,115098,8326
9678.128129219,94919,115337,8338
9678.194795967,94855,115252,8277
9678.261462771,94865,115092,8349
9678.328129575,94926,115215,8341
9678.394796287,94918,115268,8302
9678.461463054,94991,115314,8373
9678.528129747,95033,115491,8385
9678.594796495,95015,115364,8330
9678.661463225,94888,114804,8342
9678.728129992,94798,114851,8316
9678.794796666,94831,115041,8271
9678.861463489,94910,115202,8353
9678.928130312,94882,115230,8337
9678.994797079,94804,115268,8281
9679.06146379,94870,115228,8358
9679.128130465,94902,115255,8359
9679.194797269,94876,115371,8324
9679.261464037,94932,115375,8395
9679.32813073,94940,115244,8354
9679.394797534,94743,114594,8251
9679.46146432,94702,114476,8295
9679.528131069,94766,114676,8263
9679.594797762,94785,114938,8236
9679.661464566,94825,114857,8332
9679.728131352,94803,114828,8282
9679.794798082,94788,114944,8259
9679.861464849,94884,115064,8343
9679.928131561,94907,115188,8307
9679.994798328,94859,115374,8263
9680.061465096,94867,115421,8388
9680.128131845,94809,114927,8291
9680.194798575,94633,114393,8193
9680.261465306,94593,114423,8247
9680.328132129,94657,114624,8210
9680.394798804,94673,114714,8203
9680.461465534,94619,114637,8279
9680.528132246,94698,114640,8220
9680.594798921,94713,114716,8210
9680.661465633,94706,114838,8319
9680.728132363,94839,114939,8263
9680.794799094,94795,114953,8267
9680.861465824,94767,115072,8340
9680.928132573,94835,114823,8282
9680.994799378,94626,114325,8197
9681.061466164,94485,114429,8237
9681.128132969,94618,114666,8185
9681.194799644,94640,114947,8188
9681.261466319,94580,114660,8265
9681.328133031,94617,114538,8212
9681.394799725,94575,114696,8214
9681.4614664,94616,114783,8271
9681.528133205,94712,114758,8246
9681.59479988,94690,114874,8256
9681.661466685,94692,114828,8308
9681.728133379,94764,114586,8263
9681.794800146,94513,114195,8186
9681.86146684,94481,114116,8212
9681.928133626,94612,114460,8173
9681.994800413,94636,114580,8186
9682.061467236,94608,114492,8228
9682.128133948,94617,114547,8193
9682.194800661,94546,114782,8193
9682.261467392,94576,114851,8249
9682.328134178,94666,114960,8222
9682.394800909,94665,114863,8251
9682.461467603,94610,114816,8270
9682.528134371,94526,114165,8196
9682.594801065,94358,114042,8134
9682.661467889,94427,114158,8168
9682.728134582,94566,114361,8150
9682.794801313,94575,114340,8147
9682.861468044,94520,114288,8200
9682.928134831,94567,114455,8173
9682.994801562,94622,114624,8197
9683.061468256,94624,114702,8237
9683.128135024,94698,114748,8223
9683.194801718,94686,114878,8249
9683.261468524,94628,114853,8267
9683.328135329,94445,114131,8140
9683.394802134,94367,114218,8129
9683.461468921,94376,114280,8144
9683.528135745,94485,114335,8129
9683.594802439,94480,114243,8164
9683.661469114,94403,114341,8165
9683.72813579,94489,114310,8159
9683.794802484,94575,114451,8209
9683.861469252,94543,114444,8235
9683.928136057,94609,114534,8212
9683.994802844,94608,114605,8238
9684.061469576,94574,114741,8256
9684.128136252,94517,114004,8162
9684.194803057,94391,113839,8139
9684.261469863,94354,113987,8137
9684.328136668,94492,114286,8133
9684.394803399,94481,114368,8171
9684.461470094,94416,114330,8180
9684.528136825,94429,114445,8149
9684.594803612,94489,114530,8209
9684.661470325,94469,114517,8201
9684.728137001,94529,114601,8202
9684.794803769,94527,114654,8275
9684.861470445,94505,114656,8240
9684.928137214,94622,114566,8252
9684.994804038,94459,113935,8145
9685.061470825,94315,113754,8150
9685.128137557,94398,114036,8134
9685.194804251,94486,114242,8206
9685.26147102,94484,114304,8202
9685.328137844,94450,114197,8185
9685.394804613,94526,114375,8212
9685.461471363,94487,114548,8210
9685.528138095,94545,114710,8218
9685.5948049,94554,114891,8260
9685.661471688,94502,114861,8242
9685.728138382,94565,114765,8268
9685.794805058,94609,114808,8315
9685.861471883,94426,114103,8224
9685.928138651,94293,113961,8190
9685.994805346,94427,114259,8219
9686.061472022,94434,114422,8215
9686.12813881,94491,114274,8219
9686.19480556,94468,114250,8249
9686.261472311,94450,114338,8219
9686.328139024,94543,114490,8253
9686.394805719,94634,114674,8283
9686.461472414,94612,114720,8253
9686.528139201,94615,114780,8294
9686.594806026,94672,114906,8308
9686.661472794,94465,114375,8231
9686.728139489,94327,114192,8214
9686.794806277,94398,114383,8226
9686.861473027,94433,114654,8228
9686.928139833,94480,114488,8248
9686.994806639,94460,114437,8305
9687.061473408,94419,114541,8264
9687.128140177,94520,114629,8286
9687.194806873,94595,114716,8313
9687.261473642,94545,114773,8281
9687.328140429,94622,114743,8319
9687.394807217,94613,114346,8305
9687.461474023,94325,113925,8226
9687.528140829,94385,114140,8236
9687.59480758,94477,114387,8277
9687.661474368,94487,114529,8244
9687.728141174,94485,114421,8269
9687.794807999,94466,114557,8301
9687.861474749,94466,114672,8262
9687.928141556,94548,114820,8296
9687.994808251,94594,114896,8335
9688.061475076,94522,114890,8305
9688.12814179,94516,114481,8307
9688.194808596,94328,113847,8268
9688.261475291,94255,113898,8219
9688.328141987,94390,114126,8249
9688.3948087,94493,114260,8280
9688.461475414,94419,114246,8245
9688.528142239,94448,114240,8270
9688.594809027,94481,114397,8304
9688.661475704,94491,114549,8283
9688.728142473,94563,114617,8315
9688.794809261,94573,114795,8340
9688.861475994,94538,114873,8314
9688.928142744,94460,114375,8296
9688.994809421,94303,114072,8266
9689.061476191,94191,114157,8226
9689.128142924,94359,114297,8256
9689.194809601,94385,114348,8294
9689.261476352,94356,114209,8256
9689.328143066,94374,114247,8290
9689.39480978,94473,114341,8302
9689.461476587,94456,114497,8283
9689.528143338,94552,114528,8311
9689.594810052,94603,114631,8343
9689.661476858,94593,114713,8322
9689.728143647,94528,114255,8311
9689.794810379,94379,113871,8283
9689.861477112,94288,113986,8251
9689.928143863,94454,114431,8282
9689.99481067,94544,114736,8322
9690.061477365,94376,114398,8260
9690.128144172,94406,114440,8303
9690.194810998,94429,114670,8323
9690.261477693,94408,114729,8297
9690.328144426,94512,114765,8327
9690.394811141,94565,114739,8349
9690.461477818,94460,114731,8325
9690.528144625,94321,113907,8283
9690.594811413,94281,113865,8269
9690.661478183,94304,114091,8265
9690.728144934,94443,114342,8303
9690.79481176,94479,114296,8329
9690.861478567,94390,114282,8263
9690.928145262,94436,114387,8312
9690.99481194,94515,114513,8353
9691.061478654,94513,114614,8313
9691.128145462,94539,114801,8347
9691.19481225,94593,114785,8356
9691.261478983,94321,114266,8280
9691.328145772,94212,114033,8288
9691.394812486,94295,114198,8282
9691.461479256,94320,114359,8272
9691.528146045,94355,114261,8297
9691.594812723,94361,114196,8322
9691.6614794,94322,114309,8289
9691.728146189,94437,114405,8327
9691.79481294,94507,114518,8336
9691.861479692,94487,114606,8322
9691.928146499,94534,114574,8364
9691.994813214,94378,113927,8305
9692.061479891,94179,113782,8245
9692.128146662,94299,114042,8287
9692.194813469,94383,114287,8283
9692.261480258,94376,114254,8269
9692.328146954,94318,114273,8286
9692.394813632,94356,114448,8319
9692.461480439,94351,114633,8297
9692.528147228,94413,114639,8341
9692.594814054,94466,114667,8357
9692.661480769,94428,114694,8331
9692.728147447,94402,114154,8337
9692.794814235,94225,113732,8280
9692.861480987,94146,113774,8243
9692.928147739,94283,113978,8297
9692.994814491,94390,114136,8301
9693.061481262,94306,114116,8270
9693.128147958,94322,114126,8324
9693.194814636,94379,114246,8316
9693.261481388,94381,114410,8349
9693.328148066,94450,114584,8355
9693.394814855,94532,114659,8348
9693.461481533,94445,114768,8336
