67858,106888,5295
71045,106920,5229
70993,106839,5264
70883,106773,5219
70835,106711,5153
70770,106648,5235
70684,106670,5189
70646,106644,5233
70636,106670,5271
70608,106642,5187
70620,106657,5180
70604,106585,5225
70561,106587,5153
70531,106500,5129
70506,106421,5200
70489,106439,5165
70467,106444,5206
70446,106447,5203
70418,106490,5148
70430,106423,5210
70397,106422,5161
70396,106398,5157
70404,106466,5144
70425,106423,5238
70438,106443,5230
70478,106496,5213
70468,106476,5142
70459,106467,5180
70449,106456,5180
70445,106502,5157
70426,106443,5125
70418,106426,5134
70405,106365,5079
70394,106365,5162
70389,106442,5114
70376,106397,5142
70359,106307,5156
70362,106322,5097
70345,106309,5140
70333,106327,5099
70309,106335,5094
70287,106291,5174
70274,106220,5127
70282,106287,5089
70303,106258,5128
70293,106201,5047
70279,106207,5104
70284,106237,5103
70286,106269,5082
70275,106217,5170
70272,106250,5089
70217,106156,5089
70182,106130,5106
70159,106067,5054
70147,106112,5092
70085,106103,5048
70082,106049,5139
70099,106113,5068
70086,105988,5057
70097,105978,5016
70092,105980,5044
70095,106047,5048
70089,106103,5054
70078,106014,5138
70057,106096,5051
70040,105968,5042
70037,105940,5085
70018,105963,5138
70031,105966,5049
70017,105978,5035
70006,105927,5074
69998,105901,5064
69978,105847,4998
69972,105817,5051
69961,105851,5070
69942,105797,4983
69933,105773,5018
69923,105748,5005
69896,105766,4980
69883,105746,4982
69878,105776,4993
69868,105757,5011
69853,105709,4990
69849,105693,4969
69838,105686,4981
69829,105684,5014
69821,105744,5052
69813,105788,5018
69798,105692,5115
69795,105686,5031
69785,105661,5031
69783,105647,4988
69770,105685,5065
69775,105693,5022
69771,105732,5048
69777,105652,5058
69774,105642,4988
69762,105648,5075
69743,105695,5018
69732,105667,5118
69728,105657,5031
69715,105582,4981
69692,105496,5054
69672,105613,4994
69661,105575,5042
69643,105531,5028
69641,105506,4973
69620,105543,5074
69612,105579,5015
69608,105501,5078
69602,105581,5009
69593,105443,5046
69591,105473,4960
69589,105500,5004
69590,105470,5072
69574,105556,5006
69567,105377,5054
69542,105409,4963
69548,105414,5041
69545,105457,4992
69540,105428,5023
69538,105388,5048
69537,105360,4985
69528,105389,4989
69516,105355,5035
69499,105299,5049
69495,105314,4981
69490,105336,4997
69491,105294,5094
69471,105339,5027
69465,105317,4996
69450,105272,5047
69441,105202,4957
69438,105242,4986
69430,105262,4992
69405,105245,5004
69409,105238,4981
69397,105203,4982
69393,105167,5017
69383,105196,5001
69377,105175,5004
69363,105076,4995
69359,105110,4994
69346,105067,4949
69331,105079,4970
69337,105120,4962
69321,105064,4961
69321,105042,4959
69318,104996,5048
69305,104988,5033
69306,105048,5013
69303,105070,4993
69295,105088,4995
69290,105046,5013
69273,105047,5027
69275,105068,5089
69264,105020,5072
69251,105023,5110
69247,105010,5006
69237,105028,5009
69237,105019,4990
69206,104954,5022
69217,104952,5034
69205,104948,5004
69187,104936,4983
69193,104889,4973
69169,104864,5007
69166,104834,5052
69167,104901,5010
69163,104912,5007
69151,104933,5008
69133,104873,5071
69133,104899,5068
69124,104777,5063
69112,104835,5013
69103,104803,5016
69114,104865,5008
69101,104824,5039
69095,104798,5075
69096,104830,5067
69096,104842,5010
69096,104821,5005
69083,104837,5008
69079,104794,5005
69069,104766,5048
69054,104769,5034
69042,104740,5050
69032,104761,5016
69040,104739,4992
69022,104697,4961
69011,104663,4962
69006,104708,5046
68995,104683,5046
68985,104738,4984
68978,104674,5076
68980,104631,5011
68978,104640,5011
68975,104682,5010
68963,104583,5024
68953,104566,4941
68947,104546,4973
68952,104525,4959
68944,104563,4940
68943,104594,4994
68936,104579,4987
68924,104558,5024
68912,104574,4971
68894,104526,5015
68888,104503,5063
68872,104540,5043
68873,104527,5000
68863,104537,4963
68856,104434,4965
68854,104391,5000
68858,104376,5001
68854,104420,4963
68848,104410,4996
68852,104402,4960
68842,104349,5007
